pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2025-04-11,74.9,-1.64,5.34,"Yamamoto, Yoshinobu",663656,808967,,ball,,,,,11.0,Ball,R,L,R,LAD,CHC,B,,,1,2,2025,1.22,-1.33,-1.3,2.73,,,664023.0,2,6,Top,,,,,,,-1.4620736321351908,-108.81244517528135,4.264675197641647,9.880826098610497,21.16290049368366,-43.74760073617739,3.41,1.55,,,,74.7,2671.0,6.5,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.03,,,,,,,,39,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,38.0,-0.001,0.033,,,,-0.033,,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,5.45,-1.22,1.22,49.4,,,,,
FS,2025-04-11,89.9,-1.81,5.22,"Yamamoto, Yoshinobu",663656,808967,,ball,,,,,11.0,Ball,R,L,R,LAD,CHC,B,,,0,2,2025,-0.39,0.32,-2.06,2.81,,,664023.0,2,6,Top,,,,,,,0.1963488459589456,-130.98207898631324,-0.7224850808050527,-4.5244965707395455,25.498682883531632,-28.558979699070427,3.4,1.55,,,,90.8,1339.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.89,,,,,,,,39,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,247.0,-0.001,0.009,,,,-0.009,,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,2.48,0.39,-0.39,37.4,,,,,
FC,2025-04-11,90.9,-1.69,5.32,"Yamamoto, Yoshinobu",663656,808967,,foul,,,,,12.0,Foul,R,L,R,LAD,CHC,S,,,0,2,2025,0.29,0.68,0.69,3.61,,,664023.0,2,6,Top,,,,,,,5.361863716936211,-132.4686189857012,0.0987448710883577,2.4122091850097056,25.086227046746348,-24.329980351331887,3.4,1.6,3.0,61.6,-46.0,91.7,2351.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.09,,,,,,,,39,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,184.0,-0.001,0.0,31.3,4.1,,0.0,88.0,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,2.05,-0.29,0.29,39.9,-24.664135799723535,48.906075511917614,29.075720087345804,28.033616730133915,2.7281276661032843
CU,2025-04-11,74.6,-1.46,5.44,"Yamamoto, Yoshinobu",663656,808967,,swinging_strike,,,,,5.0,Swinging Strike,R,L,R,LAD,CHC,S,,,0,1,2025,1.15,-1.39,0.13,2.28,,,664023.0,2,6,Top,,,,,,,1.261778333371467,-108.44413393070089,3.257693055147683,8.742010631903668,20.685284120135336,-43.92372440900763,3.4,1.6,,,,74.7,2723.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.87,,,,,,,,39,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33.0,-0.001,-0.055,66.7,8.5,,0.055,,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,5.52,-1.15,1.15,51.5,31.232864719223887,-44.660798438835705,27.978090651133403,37.28615218179294,48.81692883955061
FF,2025-04-11,94.5,-1.7,5.23,"Yamamoto, Yoshinobu",663656,808967,,called_strike,,,,,8.0,Called Strike,R,L,R,LAD,CHC,S,,,0,0,2025,-0.4,1.15,-0.11,1.89,,,664023.0,2,6,Top,,,,,,,5.0357460330786195,-137.54201591543017,-5.607383497839162,-6.166436367505087,29.599639173375635,-16.527464512798943,3.4,1.6,,,,94.8,2128.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.12,,,,,,,,39,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,219.0,-0.001,-0.042,,,,0.042,,0,0,0.5403997096776274,0.4596002903223726,26,28,27,28,3,2,7.0,2.0,7.0,1.0,1.4,0.4,-0.4,40.4,,,,,
CU,2025-04-11,78.6,-1.58,5.4,"Yamamoto, Yoshinobu",664023,808967,walk,ball,,,,,14.0,Ian Happ walks.,R,L,R,LAD,CHC,B,,,3,2,2025,1.16,-1.05,0.76,1.02,,,,2,6,Top,,,,,,,2.9286114528382976,-114.42385669507853,-0.6587220560856081,9.56412862231657,23.07068715842072,-41.407706489663525,3.51,1.69,,,,79.0,2833.0,6.8,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.72,,0.691497,0.7,1.0,0.0,0.0,,38,6,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,39.0,-0.02,0.259,,,,-0.259,,0,0,0.5586982853705253,0.4413017146294746,26,30,27,31,3,2,7.0,2.0,7.0,1.0,4.76,-1.16,1.16,47.7,,,,,
FF,2025-04-11,95.3,-1.71,5.3,"Yamamoto, Yoshinobu",664023,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,CHC,B,,,2,2,2025,-0.41,1.19,-1.22,2.3,,,,2,6,Top,,,,,,,2.180659995297749,-138.86575827778583,-4.960491276798567,-5.72598719407632,29.194521719339654,-15.882611649956056,3.51,1.63,,,,95.6,2276.0,6.3,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.23,,,,,,,,38,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,214.0,-0.001,0.104,,,,-0.104,,0,0,0.5586982853705253,0.4413017146294746,26,30,27,31,3,2,7.0,2.0,7.0,1.0,1.3,0.41,-0.41,41.8,,,,,
FF,2025-04-11,95.2,-1.57,5.25,"Yamamoto, Yoshinobu",664023,808967,,called_strike,,,,,7.0,Called Strike,R,L,R,LAD,CHC,S,,,2,1,2025,-0.46,1.19,-0.81,1.96,,,,2,6,Top,,,,,,,3.067588815584121,-138.66713892639928,-5.765441927190606,-6.644756541647356,29.12328057459452,-15.750207467709018,3.58,1.71,,,,96.2,2134.0,6.7,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.81,,,,,,,,38,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,216.0,-0.001,-0.073,,,,0.073,,0,0,0.5586982853705253,0.4413017146294746,26,30,27,31,3,2,7.0,2.0,7.0,1.0,1.31,0.46,-0.46,43.1,,,,,
FC,2025-04-11,91.7,-1.66,5.28,"Yamamoto, Yoshinobu",664023,808967,,ball,,,,,11.0,Ball,R,L,R,LAD,CHC,B,,,1,1,2025,0.45,0.63,-0.95,3.5,,,,2,6,Top,,,,,,,0.8245206861372393,-133.72108549439287,-0.1001989500530041,5.330168678973036,25.743401505295143,-24.732475490935403,3.51,1.64,,,,92.4,2400.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.15,,,,,,,,38,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,186.0,-0.001,0.053,,,,-0.053,,0,0,0.5586982853705253,0.4413017146294746,26,30,27,31,3,2,7.0,2.0,7.0,1.0,2.05,-0.45,0.45,40.7,,,,,
FS,2025-04-11,89.3,-1.86,5.2,"Yamamoto, Yoshinobu",664023,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,CHC,B,,,0,1,2025,-0.73,-0.1,-0.9,1.63,,,,2,6,Top,,,,,,,3.891160383550749,-130.08865528941348,-2.60870412868337,-9.05162674839558,25.675884432398007,-32.96664538214186,3.51,1.62,,,,89.8,1387.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.07,,,,,,,,38,2,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,239.0,-0.001,0.027,,,,-0.027,,0,0,0.5586982853705253,0.4413017146294746,26,30,27,31,3,2,7.0,2.0,7.0,1.0,2.94,0.73,-0.73,38.1,,,,,
FS,2025-04-11,90.2,-1.65,5.28,"Yamamoto, Yoshinobu",664023,808967,,foul,,,,,13.0,Foul,R,L,R,LAD,CHC,S,,,0,0,2025,-1.31,-0.09,-0.92,2.19,,,,2,6,Top,,,,,,,4.649695256444674,-131.35353876746723,-1.5440074096731204,-16.117456926019308,28.022436877914146,-33.14319406271628,3.51,1.56,2.0,54.9,-45.0,90.7,1468.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.91,,,,,,,,38,1,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,232.0,-0.001,-0.043,44.3,5.6,,0.043,88.0,0,0,0.5586982853705253,0.4413017146294746,26,30,27,31,3,2,7.0,2.0,7.0,1.0,2.89,1.31,-1.31,40.6,-14.648001644121754,28.57921915125616,36.03528604878003,43.79952491131093,9.317694679297045
CU,2025-04-11,73.5,-1.34,5.35,"Yamamoto, Yoshinobu",665804,808967,field_out,hit_into_play,,,,,7.0,"Miguel Amaya grounds out softly, second baseman Tommy Edman to first baseman Freddie Freeman.",R,R,R,LAD,CHC,X,4.0,ground_ball,2,1,2025,1.27,-1.38,-0.45,1.78,,,,1,6,Top,155.08,153.55,,,,,-0.4013045943442993,-106.9698942341574,2.5786573996656523,9.738385895833844,20.814513716540752,-43.43030942859769,3.33,1.62,33.0,56.2,2.0,73.4,2566.0,6.5,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.99,0.103,0.084,0.0,1.0,0.0,0.0,1.0,37,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,35.0,0.024,-0.298,75.4,8.2,0.115,0.298,88.0,0,0,0.533536556171333,0.466463443828667,26,26,27,26,2,1,7.0,2.0,7.0,1.0,5.65,-1.27,-1.27,50.3,26.078691815806888,-31.04525711349858,37.66903810289512,29.493716598090103,49.60930839943819
FC,2025-04-11,89.4,-1.74,5.14,"Yamamoto, Yoshinobu",665804,808967,,foul,,,,,9.0,Foul,R,R,R,LAD,CHC,S,,,2,0,2025,0.37,0.43,0.36,1.91,,,,1,6,Top,,,,,,,4.407811367244111,-130.22047954897616,-2.887322002994085,3.352251404089027,25.685795464666494,-26.937087299467866,3.33,1.62,0.0,67.2,-83.0,89.8,2525.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.13,,,,,,,,37,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,167.0,-0.001,-0.066,76.1,7.9,,0.066,88.0,0,0,0.533536556171333,0.466463443828667,26,26,27,26,2,1,7.0,2.0,7.0,1.0,2.41,-0.37,-0.37,41.0,19.26841362150803,-15.179781777614805,33.29945596445945,39.14357924976459,35.687804505621344
FF,2025-04-11,95.1,-1.45,5.34,"Yamamoto, Yoshinobu",665804,808967,,ball,,,,,14.0,Ball,R,R,R,LAD,CHC,B,,,1,0,2025,-0.47,1.28,1.39,2.0,,,,1,6,Top,,,,,,,8.493185662912163,-138.2016933305181,-5.9779458237112015,-7.862461803954754,29.911615139854643,-14.651044078263508,3.33,1.67,,,,95.3,2210.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.08,,,,,,,,37,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214.0,-0.001,0.071,,,,-0.071,,0,0,0.533536556171333,0.466463443828667,26,26,27,26,2,1,7.0,2.0,7.0,1.0,1.25,0.47,0.47,45.7,,,,,
CU,2025-04-11,77.0,-1.28,5.37,"Yamamoto, Yoshinobu",665804,808967,,ball,,,,,14.0,Ball,R,R,R,LAD,CHC,B,,,0,0,2025,1.24,-1.42,0.6,1.29,,,,1,6,Top,,,,,,,1.740559462074743,-112.06671484578568,1.0220357878407176,9.948254564354087,23.579715952768765,-44.46425008964543,3.33,1.67,,,,77.1,2862.0,6.7,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.81,,,,,,,,37,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,34.0,-0.001,0.039,,,,-0.039,,0,0,0.533536556171333,0.466463443828667,26,26,27,26,2,1,7.0,2.0,7.0,1.0,5.32,-1.24,-1.24,52.2,,,,,
FF,2025-04-11,96.1,-1.58,5.29,"Yamamoto, Yoshinobu",807713,808967,strikeout,called_strike,,,,,4.0,Matt Shaw called out on strikes.,R,R,R,LAD,CHC,S,2.0,,3,2,2025,-0.43,1.38,-0.38,2.28,,,,0,6,Top,,,,,,,4.159187432526884,-139.79733723866732,-5.512484945562627,-6.526030778669256,32.15831636618643,-13.063389942838956,3.41,1.62,,,,96.5,2260.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.92,,0.0,0.0,1.0,0.0,0.0,,36,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.033,-0.345,,,,0.345,,0,0,0.4999999999999983,0.5000000000000018,26,23,27,24,2,1,7.0,2.0,7.0,1.0,1.1,0.43,0.43,44.0,,,,,
FF,2025-04-11,95.0,-1.6,5.26,"Yamamoto, Yoshinobu",807713,808967,,ball,,,,,11.0,Ball,R,R,R,LAD,CHC,B,,,2,2,2025,-0.54,1.11,-1.67,2.83,,,,0,6,Top,,,,,,,1.056314993912882,-138.40085842318214,-3.1911376717923723,-7.20599156300923,31.22843769058516,-17.439241980967026,3.4,1.55,,,,95.3,2216.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.08,,,,,,,,36,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216.0,0.0,0.112,,,,-0.112,,0,0,0.4999999999999983,0.5000000000000018,26,23,27,24,2,1,7.0,2.0,7.0,1.0,1.41,0.54,0.54,40.0,,,,,
SI,2025-04-11,94.7,-1.54,5.23,"Yamamoto, Yoshinobu",807713,808967,,ball,,,,,13.0,Ball,R,R,R,LAD,CHC,B,,,1,2,2025,-1.03,0.75,-0.35,0.9,,,,0,6,Top,,,,,,,5.420802679217093,-137.6042220860147,-7.328144088618932,-14.284345542488277,31.12932536270895,-21.15998872194312,3.41,1.6,,,,95.2,2286.0,6.7,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.82,,,,,,,,36,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,211.0,0.0,0.043,,,,-0.043,,0,0,0.4999999999999983,0.5000000000000018,26,23,27,24,2,1,7.0,2.0,7.0,1.0,1.8,1.03,1.03,41.5,,,,,
CU,2025-04-11,77.5,-1.38,5.41,"Yamamoto, Yoshinobu",807713,808967,,ball,,,,,14.0,Ball,R,R,R,LAD,CHC,B,,,0,2,2025,1.17,-1.4,1.03,0.81,,,,0,6,Top,,,,,,,3.0321003802368622,-112.67935310632376,-0.1762575080878521,9.156843086634272,24.242788095422277,-44.15640364208329,3.41,1.56,,,,77.6,2786.0,6.8,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.67,,,,,,,,36,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,31.0,0.0,0.024,,,,-0.024,,0,0,0.4999999999999983,0.5000000000000018,26,23,27,24,2,1,7.0,2.0,7.0,1.0,5.26,-1.17,-1.17,50.1,,,,,
FF,2025-04-11,94.6,-1.62,5.33,"Yamamoto, Yoshinobu",807713,808967,,foul,,,,,2.0,Foul,R,R,R,LAD,CHC,S,,,0,1,2025,-0.59,1.29,0.07,3.11,,,,0,6,Top,,,,,,,5.726026468113597,-137.6961262567983,-3.0278898655819613,-8.769669098754976,28.384847153900697,-15.291932135680144,3.41,1.57,214.0,84.7,61.0,95.0,2269.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.14,,,,,,,,36,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217.0,0.0,-0.055,,,,0.055,88.0,0,0,0.4999999999999983,0.5000000000000018,26,23,27,24,2,1,7.0,2.0,7.0,1.0,1.25,0.59,0.59,46.4,,,,,
CU,2025-04-11,75.9,-1.46,5.46,"Yamamoto, Yoshinobu",807713,808967,,called_strike,,,,,8.0,Called Strike,R,R,R,LAD,CHC,S,,,0,0,2025,1.11,-1.3,0.08,1.73,,,,0,6,Top,,,,,,,1.2238623368512285,-110.53379802762991,1.6408054788539153,8.821121211152654,21.381480380090633,-43.274420202114875,3.26,1.56,,,,76.1,2811.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.94,,,,,,,,36,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,38.0,0.0,-0.039,,,,0.039,,0,0,0.4999999999999983,0.5000000000000018,26,23,27,24,2,1,7.0,2.0,7.0,1.0,5.27,-1.11,-1.11,51.2,,,,,
FS,2025-04-11,90.5,-1.87,5.12,"Yamamoto, Yoshinobu",691718,808967,field_out,hit_into_play,,,,,7.0,"Pete Crow-Armstrong grounds out, second baseman Tommy Edman to first baseman Freddie Freeman.",R,L,R,LAD,CHC,X,4.0,ground_ball,0,2,2025,-0.67,-0.06,-0.79,1.54,,,,2,5,Top,152.05,159.0,,,,,4.1464199194418345,-131.7443342743835,-2.879646331743875,-8.671105949772267,27.870637533925645,-32.413850874797525,3.18,1.5,5.0,98.4,-16.0,90.9,1328.0,6.5,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.0,0.159,0.18,0.0,1.0,0.0,0.0,2.0,31,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,249.0,0.013,-0.16,69.9,7.5,0.162,0.16,98.4,0,0,0.5520698604857484,0.4479301395142516,26,23,27,23,2,1,7.0,2.0,7.0,1.0,2.83,0.67,-0.67,36.9,3.5933068978657507,10.23380674782038,35.73369350801098,42.63140492027812,25.34320730692735
FF,2025-04-11,94.9,-1.62,5.21,"Yamamoto, Yoshinobu",691718,808967,,foul,,,,,4.0,Foul,R,L,R,LAD,CHC,S,,,0,1,2025,-0.5,1.16,-0.37,2.53,,,,2,5,Top,,,,,,,4.415785031436139,-138.2504604912521,-4.033319179880412,-7.325414818557747,28.98357488226485,-16.526943152391528,3.18,1.5,238.0,80.9,47.0,95.7,2230.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.92,,,,,,,,31,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,213.0,-0.001,-0.057,66.6,6.5,,0.057,88.0,0,0,0.5520698604857484,0.4479301395142516,26,23,27,23,2,1,7.0,2.0,7.0,1.0,1.35,0.5,-0.5,39.7,1.0955147093454365,14.053195975917957,37.83242403380596,37.96866992402037,19.674361318848064
FS,2025-04-11,90.4,-1.81,5.15,"Yamamoto, Yoshinobu",691718,808967,,called_strike,,,,,4.0,Called Strike,R,L,R,LAD,CHC,S,,,0,0,2025,-0.59,0.17,-0.74,2.55,,,,2,5,Top,,,,,,,3.951887201689182,-131.64507573308703,-0.932767257519734,-7.732389918753506,26.30581126940614,-30.18913182799685,3.18,1.48,,,,91.1,1542.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.94,,,,,,,,31,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,237.0,-0.001,-0.043,,,,0.043,,0,0,0.5520698604857484,0.4479301395142516,26,23,27,23,2,1,7.0,2.0,7.0,1.0,2.6,0.59,-0.59,37.4,,,,,
SL,2025-04-11,86.7,-1.61,5.17,"Yamamoto, Yoshinobu",663538,808967,field_out,hit_into_play,,,,,8.0,"Nico Hoerner grounds out, third baseman Miguel Rojas to first baseman Freddie Freeman.",R,R,R,LAD,CHC,X,5.0,ground_ball,2,2,2025,0.76,-0.04,-0.07,1.65,,,,1,5,Top,104.48,168.53,,,,,2.1292648612780254,-126.42148489901952,-2.227667138848681,7.799367328267545,23.808224539892844,-32.33577941442418,3.3,1.57,12.0,89.6,-8.0,87.3,2823.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.09,0.171,0.184,0.0,1.0,0.0,0.0,2.0,30,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,77.0,0.021,-0.228,,,0.185,0.228,89.6,0,0,0.5298806137075903,0.4701193862924097,26,28,27,28,2,1,7.0,2.0,7.0,1.0,3.04,-0.76,-0.76,39.9,,,,,
CU,2025-04-11,76.5,-1.51,5.41,"Yamamoto, Yoshinobu",663538,808967,,called_strike,,,,,7.0,Called Strike,R,R,R,LAD,CHC,S,,,2,1,2025,1.33,-1.35,-0.51,2.02,,,,1,5,Top,,,,,,,-0.3086513157362704,-111.23375083356964,2.429156265859983,10.9936946088558,22.366620116387217,-43.973240149099645,3.3,1.5,,,,76.6,2814.0,6.7,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.79,,,,,,,,30,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,36.0,0.0,-0.07,,,,0.07,,0,0,0.5298806137075903,0.4701193862924097,26,28,27,28,2,1,7.0,2.0,7.0,1.0,5.29,-1.33,-1.33,48.1,,,,,
SI,2025-04-11,95.3,-1.5,5.22,"Yamamoto, Yoshinobu",663538,808967,,ball,,,,,13.0,Ball,R,R,R,LAD,CHC,B,,,1,1,2025,-1.0,0.85,-0.37,0.95,,,,1,5,Top,,,,,,,5.248737703378306,-138.53928630388472,-7.538467769666912,-14.047404729815746,30.71220530381648,-19.675556462155527,3.3,1.63,,,,96.0,2265.0,6.7,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.77,,,,,,,,30,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,212.0,0.0,0.055,,,,-0.055,,0,0,0.5298806137075903,0.4701193862924097,26,28,27,28,2,1,7.0,2.0,7.0,1.0,1.66,1.0,1.0,40.6,,,,,
FS,2025-04-11,91.0,-1.75,5.18,"Yamamoto, Yoshinobu",663538,808967,,ball,,,,,13.0,Ball,R,R,R,LAD,CHC,B,,,0,1,2025,-0.53,0.13,-1.28,1.97,,,,1,5,Top,,,,,,,2.3283454720936896,-132.54850986295864,-2.45725094205252,-6.741598832452005,27.8384276957608,-30.38245828380222,3.3,1.6,,,,91.4,1421.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.09,,,,,,,,30,2,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,236.0,0.0,0.029,,,,-0.029,,0,0,0.5298806137075903,0.4701193862924097,26,28,27,28,2,1,7.0,2.0,7.0,1.0,2.62,0.53,0.53,37.3,,,,,
CU,2025-04-11,76.7,-1.45,5.35,"Yamamoto, Yoshinobu",663538,808967,,called_strike,,,,,13.0,Called Strike,R,R,R,LAD,CHC,S,,,0,0,2025,1.28,-1.37,-0.65,1.33,,,,1,5,Top,,,,,,,-0.6351800741592024,-111.60289295418188,1.1499518517780725,10.673618158175136,23.857957512549817,-43.95338763786561,3.19,1.54,,,,76.6,2670.0,6.7,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.82,,,,,,,,30,1,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,35.0,0.0,-0.039,,,,0.039,,0,0,0.5298806137075903,0.4701193862924097,26,28,27,28,2,1,7.0,2.0,7.0,1.0,5.3,-1.28,-1.28,48.9,,,,,
SI,2025-04-11,94.7,-1.55,5.36,"Yamamoto, Yoshinobu",621020,808967,strikeout,swinging_strike,,,,,13.0,Dansby Swanson strikes out swinging.,R,R,R,LAD,CHC,S,2.0,,3,2,2025,-1.18,1.01,-1.5,1.97,,,,0,5,Top,,,,,,,2.759338012161307,-137.84620923353995,-5.445292306978323,-15.62832095673672,31.985643666796367,-18.293672563459765,3.57,1.65,,,,95.0,2206.0,6.5,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.95,,0.0,0.0,1.0,0.0,0.0,,29,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.03,-0.345,55.5,6.2,,0.345,,0,0,0.4999999999999803,0.5000000000000198,26,31,27,31,2,1,7.0,2.0,7.0,1.0,1.54,1.18,1.18,44.5,-2.0087564377868157,2.334606135485231,40.79827415718346,15.358661953680445,23.914527968191404
FC,2025-04-11,90.1,-1.71,5.16,"Yamamoto, Yoshinobu",621020,808967,,called_strike,,,,,8.0,Called Strike,R,R,R,LAD,CHC,S,,,3,1,2025,0.85,0.35,-0.18,1.88,,,,0,5,Top,,,,,,,2.000177062695098,-131.21730460886016,-2.9489104038684015,9.430543909835515,26.961842112679577,-27.772111996718372,3.58,1.63,,,,90.5,2588.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.09,,,,,,,,29,5,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,173.0,0.0,-0.094,,,,0.094,,0,0,0.4999999999999803,0.5000000000000198,26,31,27,31,2,1,7.0,2.0,7.0,1.0,2.45,-0.85,-0.85,37.5,,,,,
FF,2025-04-11,95.0,-1.79,5.2,"Yamamoto, Yoshinobu",621020,808967,,called_strike,,,,,1.0,Called Strike,R,R,R,LAD,CHC,S,,,3,0,2025,-0.41,1.37,-0.39,3.03,,,,0,5,Top,,,,,,,4.567172542290675,-138.37991431493072,-3.1201327148653855,-6.242080245238021,30.069101520574456,-14.10465738932166,3.57,1.66,,,,95.3,2247.0,6.4,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.14,,,,,,,,29,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217.0,0.0,-0.09,,,,0.09,,0,0,0.4999999999999803,0.5000000000000198,26,31,27,31,2,1,7.0,2.0,7.0,1.0,1.15,0.41,0.41,38.0,,,,,
FF,2025-04-11,95.6,-1.69,5.36,"Yamamoto, Yoshinobu",621020,808967,,ball,,,,,14.0,Ball,R,R,R,LAD,CHC,B,,,2,0,2025,-0.49,1.34,1.19,2.51,,,,0,5,Top,,,,,,,8.708605021085688,-138.9067705687073,-4.924333013854822,-8.28759103418822,29.724295604439185,-13.86990248182402,3.57,1.63,,,,95.9,2235.0,6.5,778356,669257,518692,669242,500743,605141,624424,681624,606192,54.04,,,,,,,,29,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,215.0,0.0,0.152,,,,-0.152,,0,0,0.4999999999999803,0.5000000000000198,26,31,27,31,2,1,7.0,2.0,7.0,1.0,1.15,0.49,0.49,41.5,,,,,
CU,2025-04-11,77.0,-1.28,5.38,"Yamamoto, Yoshinobu",621020,808967,,ball,,,,,14.0,Ball,R,R,R,LAD,CHC,B,,,1,0,2025,1.3,-1.16,1.62,0.33,,,,0,5,Top,,,,,,,3.823129554901667,-111.98067233726768,-1.533782937473282,10.057150260383269,22.696923740388687,-41.79293659712247,3.57,1.7,,,,77.0,2723.0,6.6,778356,669257,518692,669242,500743,605141,624424,681624,606192,53.86,,,,,,,,29,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,35.0,0.0,0.077,,,,-0.077,,0,0,0.4999999999999803,0.5000000000000198,26,31,27,31,2,1,7.0,2.0,7.0,1.0,5.05,-1.3,-1.3,50.7,,,,,
